⺀	⿱丶丶
𪀛	⿱⿰工⿵几丶鳥
𪀜	⿰朿鳥
𪀝	⿱屰鳥
𪀟	⿰⿴囗口鳥
𪀠	⿰鳥⿹勹日
𪀡	⿱⿰龶刀鳥
𪀢	⿰⿰亻犬鳥
𪀣	⿰⿱乂朩鳥
𪀤	⿰鳥⿰氵工
𪀥	⿰⿱宀乇鳥
𪀦	⿰⿹弋工鳥
𪀧	⿱老鳥
𪀨	⿰⿰幺幺鳥
𪀩	⿰⿱夕夕鳥
𪀪	⿱⿰亻木鳥
𪀫	⿰⿱彐彐鳥
𪀬	⿰⿸⿻丿一火鳥
𪀭	⿰⿵⿵冂一口鳥
𪀮	⿱⿰女子鳥
𪀰	⿱衣鳥
𪀱	⿱⿱大鳥鳥
𪀲	⿱龹鳥
𪀳	⿱鳥米
𪀴	⿰鳥聿
𪀵	⿱⿹戈⿻丿一鳥
𪀶	⿰⿱匕木鳥
𪀷	⿺先鳥
𪀸	⿰鳥⿹弋工
𪀹	⿰西鳥
𪀺	⿰鳥⿱上女
𪀻	⿱⿰牜匕鳥
𪀼	⿰⿰亻壬鳥
𪀽	⿰⿹勹日鳥
𪀾	⿱舛鳥
𪀿	⿰米鳥
𪁀	⿰聿鳥
𪁁	⿰⿱又木鳥
𪁂	⿰⿱亠⿰丿小鳥
𪁃	⿰⿰亻牛鳥
𪁄	⿰鳥⿱士口
𪁅	⿰色鳥
𪁇	⿰⿳亠厶儿鳥
𪁈	⿰⿸广土鳥
𪁉	⿰鳥⿱亠父
𪁊	⿱⿰扌斤鳥
𪁌	⿰赤鳥
𪁍	⿱⿰⿱土厶力鳥
𪁎	⿰⿵⿱小⿵冂一一鳥
𪁏	⿰⿱山⿱⿱𠆢丶乛鳥
𪁐	⿱⿰禾刂鳥
𪁑	⿰⿱丷⿱口儿鳥
𪁒	⿰鳥⿺⿺尢彡丶
𪁓	⿰⿱士心鳥
𪁔	⿰⿱宀牛鳥
𪁕	⿱⿰氵⿱丿大鳥
𪁖	⿰⿺⿻一氺丶鳥
𪁗	⿰鳥邑
𪁘	⿱⿰氵王鳥
𪁙	⿰⿱五口鳥
𪁚	⿳亠口⿱冖鳥
𪁛	⿰⿰彳殳鳥
𪁜	⿰⿱丶艮鳥
𪁝	⿰⿱氏口鳥
𪁞	⿰豆鳥
𪁟	⿰⿱⿱⿱𠆢丶乛口鳥
𪁠	⿰⿰氵夬鳥
𪁡	⿰⿱乂⿸⿻丿一子鳥
𪁢	⿰⿰阝方鳥
𪁣	⿰⿱口木鳥
𪁤	⿰⿱白儿鳥
𪁥	⿰豕鳥
𪁧	⿰辰鳥
𪁨	⿱鳥邑
𪁩	⿰鳥⿹丿⿱八⿻弓丨
𪁪	⿰⿺⿺尢彡丶鳥
𪁫	⿰鳥⿹戈廾
𪁬	⿰⿱匕矢鳥
𪁰	⿰豸鳥
𪁱	⿰⿸广木鳥
𪁲	⿱⿰衤刀鳥
𪁳	⿰⿳口丿口鳥
𪁴	⿰鳥谷
𪁶	⿱⿺辶寸鳥
𪁷	⿰鳥⿱⿻心丿山
𪁸	⿰鳥⿱𦍌儿
𪁹	⿰鳥非
𪁺	⿰尚鳥
𪁻	⿱⿰木斤鳥
𪁼	⿰⿱白巾鳥
𪁽	⿰⿱⿱亠从十鳥
𪁾	⿰⿱艹⿱丿大鳥
𪁿	⿱⿰木公鳥
𪂀	⿰鳥⿱父斤
𪂁	⿰⿱宀⿻心丿鳥
𪂂	⿰⿱十⿱日十鳥
𪂄	⿰⿰亻⿱夕夕鳥
𪂅	⿱〾支鳥
𪂆	⿰⿱氏日鳥
𪂇	⿰⿱日日鳥
𪂈	⿰⿱火火鳥
𪂉	⿰⿹⿹戈口一鳥
𪂊	⿰鳥⿰阝⿱宀匕
𪂋	⿰鳥⿳彐冖巾
𪂌	⿰⿱水日鳥
𪂍	⿰⿱开开鳥
𪂎	⿰鳥⿱亠⿱口子
𪂏	⿱非鳥
𪂐	⿰⿳一从工鳥
𪂑	⿰⿸广氐鳥
𪂒	⿰⿱⿹勹⿱丿丿心鳥
𪂕	⿰雨鳥
𪂖	⿱⿰月⿸卩又鳥
𪂗	⿱⿰尸衣鳥
𪂘	⿰⿱𠆢小⿰口鳥
𪂙	⿰鳥⿰月月
𪂚	⿰鳥坴
𪂛	⿰⿱艹氏鳥
𪂜	⿱⿰木攵鳥
𪂝	⿱鳥東
𪂞	⿰非鳥
𪂟	⿱㡀鳥
𪂠	⿰⿻甲⿱一人鳥
𪂡	⿱⿰日月鳥
𪂢	⿰⿱山⿸厂干鳥
𪂣	⿱隹鳥
𪂤	⿰⿹⿱⿱𠆢丶龴口鳥
𪂥	⿰⿱父斤鳥
𪂦	⿱⿱宀夗鳥
𪂨	⿰⿱⿻心丿山鳥
𪂩	⿰隶鳥
𪂪	⿰⿳彐冖巾鳥
𪂫	⿱⿰旡旡鳥
𪂬	⿰虎鳥
𪂭	⿱鳥⿱宀夗
𪂮	⿰⿰子瓜鳥
𪂯	⿰鳥⿰女⿱十口
𪂰	⿰鳥⿸广氐
𪂲	⿱⿰子瓜鳥
𪂳	⿰鳥⿱日比
𪂴	⿰鳥青
𪂵	⿱⿹⿹戈口一鳥
𪂶	⿰⿵戌口鳥
𪂷	⿰鳥⿸厃矢
𪂸	⿰⿱⿱宀火又鳥
𪂹	⿰⿱⿻人三日鳥
𪂺	⿰⿱⿱𠂊彐心鳥
𪂻	⿰⿱⿱亼口廾鳥
𪂼	⿱⿰木目鳥
𪂽	⿰⿱⿱八刀皿鳥
𪂾	⿰飠鳥
𪂿	⿰鳥⿱日𤴓
𪃀	⿰鳥咼
𪃁	⿱⿰亻⿱口木鳥
𪃂	⿱⿰氵⿱𠫓〾川鳥
𪃃	⿰⿱⿱⿰丿一日夂鳥
𪃄	⿰⿱田心鳥
𪃅	⿱⿰⿵⿱小⿵冂一一刂鳥
𪃆	⿰鳥⿱⿻人三天
𪃇	⿰⿺夨⿱士口鳥
𪃈	⿰⿱⿰龶刀大鳥
𪃉	⿰⿱而大鳥
𪃊	⿰⿱⿱⿶凵㐅儿夂鳥
𪃋	⿰⿱覀土鳥
𪃌	⿰昜鳥
𪃍	⿰禺鳥
𪃎	⿰⿱亼⿰月刂鳥
𪃏	⿰⿱甘木鳥
𪃐	⿰鳥⿰目⿱小丿
𪃑	⿰⿱日目鳥
𪃒	⿰⿸广⿱廿又鳥
𪃓	⿰⿱𠂊貝鳥
𪃔	⿰⿱艹民鳥
𪃕	⿰⿰氵⿱夂口鳥
𪃖	⿰⿱艹氐鳥
𪃗	⿰鳥⿱宀⿱一⿱日一
𪃘	⿱⿹⿶戈十口鳥
𪃙	⿰⿸耂日鳥
𪃚	⿰⿱止示鳥
𪃛	⿰⿸产彡鳥
𪃜	⿰⿱宀〾舌鳥
𪃝	⿰⿰彳⿱士寸鳥
𪃞	⿰鳥⿱艹田
𪃟	⿰⿳士冖鳥殳
𪃠	⿱⿰⿻⿻十口人力鳥
𪃡	⿰⿰氵⿱龷八鳥
𪃢	⿰南鳥
𪃣	⿱⿱⿻人三日鳥
𪃤	⿰⿺夨⿱土土鳥
𪃥	⿰木⿰目鳥
𪃦	⿰⿰目⿱小丿鳥
𪃧	⿱⿰目⿱小丿鳥
𪃨	⿰⿻山⿰幺幺鳥
𪃩	⿰⿰禾火鳥
𪃪	⿰⿻臼人鳥
𪃬	⿰⿱八酉鳥
𪃭	⿰⿱宀⿱夂口鳥
𪃮	⿰⿸尸至鳥
𪃯	⿰⿱民日鳥
𪃰	⿰⿱厶貝鳥
𪃱	⿰⿸厂⿱曰子鳥
𪃲	⿰鳥⿸耂日
𪃳	⿱⿱艹⿻人⿱冂一鳥
𪃴	⿰鳥⿱爫⿹丅口
𪃵	⿰鳥⿱木⿱日一
𪃸	⿰枼鳥
𪃹	⿱⿰艮卩鳥
𪃺	⿰⿱⿻龷一冉鳥
𪃼	⿰⿱自心鳥
𪃽	⿰⿰氵⿱爫子鳥
𪃾	⿰⿱宀谷鳥
𪃿	⿰⿱⿹丅口⿹丅口鳥
𪄀	⿱⿰舟殳鳥
𪄁	⿰⿸厂⿱白小鳥
𪄂	⿰⿱⿱丆目夂鳥
𪄃	⿰⿱开木鳥
𪄄	⿰⿰冫⿵用口鳥
𪄅	⿱⿰⿱乂朩殳鳥
𪄆	⿰⿱囟比鳥
𪄇	⿰⿱父⿻王丷鳥
𪄈	⿰鳥⿱⿻人三禾
𪄉	⿰⿱巛邑鳥
𪄊	⿰目⿰目鳥
𪄋	⿰⿱⿻⿱宀又丷山鳥
𪄌	⿰⿱工貝鳥
𪄎	⿱⿰木⿱夂口鳥
𪄏	⿰⿱覀⿱八刀鳥
𪄐	⿰⿻⿱十⿱艹干人鳥
𪄑	⿰⿱⿱穴厶夂鳥
𪄒	⿱髟鳥
𪄓	⿰鳥⿱丶⿱冖⿺⿱二儿女
𪄔	⿰鳥鬼
𪄕	⿰⿲王⿶丿丶王鳥
𪄖	⿰⿱老日鳥
𪄗	⿰⿳士冖⿱一火鳥
𪄘	⿰⿱⿸⿻丿一口冋鳥
𪄙	⿱⿰目目鳥
𪄚	⿰⿱日羽鳥
𪄛	⿰鳥⿱自心
𪄜	⿰⿰𠂤帀鳥
𪄞	⿰鳥⿱⿹勹屮⿹勹屮
𪄟	⿰鳥⿸〾㫃⿴⿻冂一丶
𪄠	⿰⿰氵⿻⿻十口人鳥
𪄡	⿰⿸尸⿱龷〾卜鳥
𪄢	⿰⿱囟比鳥
𪄣	⿰⿰氵⿱牛口鳥
𪄤	⿰⿱大镸鳥
𪄥	⿰鳥骨
𪄦	⿰鳥⿱⿱艹人朩
𪄧	⿰鳥⿺辶屰
𪄨	⿰⿰口⿵⿱小⿵冂一一鳥
𪄩	⿰鳥⿱隹十
𪄪	⿱⿰來力鳥
𪄫	⿱⿰氵⿱亼朩鳥
𪄬	⿱⿰礻矢鳥
𪄭	⿰桼鳥
𪄮	⿰⿱雨亏鳥
𪄯	⿱⿰夫見鳥
𪄰	⿰⿱⿻心丿虫鳥
𪄱	⿰啇鳥
𪄲	⿰⿳亠丷冏鳥
𪄳	⿰麥鳥
𪄴	⿱⿰⿱⿰丿一母攵鳥
𪄵	⿱⿰艮旡鳥
𪄶	⿰⿱羽白鳥
𪄷	⿰⿱⿱覀大㔾鳥
𪄸	⿰⿱龶貝鳥
𪄹	⿰⿱〾尚巾鳥
𪄺	⿰鳥⿱丶⿱冖⿺⿱二儿攵
𪄻	⿰鳥⿱⿻人三臼
𪄼	⿰⿰口隹鳥
𪄽	⿰⿳士冖⿱一卯鳥
𪄿	⿰〾堇鳥
𪅀	⿰堇鳥
𪅁	⿰⿱山⿱宀示鳥
𪅂	⿰⿱立⿱日十鳥
𪅃	⿰⿱覀示鳥
𪅄	⿰⿳亠⿲冫幺𡿨十鳥
𪅅	⿱⿰田⿱夂口鳥
𪅆	⿰⿱㐫禸鳥
𪅇	⿳⿱艹罒冖鳥
𪅈	⿰⿱⿻亻⿱从从一鳥
𪅉	⿰⿱臼日鳥
𪅊	⿰⿱爫豕鳥
𪅋	⿰⿰阝夌鳥
𪅌	⿰⿱⿰禾刂木鳥
𪅍	⿰⿰氵來鳥
𪅎	⿰⿱爫臼鳥
𪅏	⿱⿰⿱士⿱冖几殳鳥
𪅐	⿰⿱艹⿱日大鳥
𪅑	⿰⿱音儿鳥
𪅒	⿱⿰米瓦鳥
𪅓	⿱⿱小隹鳥
𪅔	⿺⿵⿵几丶鳥⿱白王
𪅕	⿰⿱巛⿻甲⿱一人鳥
𪅖	⿰⿱⿻人三臼鳥
𪅗	⿸⿱⿰未攵厂鳥
𪅘	⿰鳥⿱叀寸
𪅙	⿰⿰⿻⿻十口人攵鳥
𪅛	⿰鳥婁
𪅜	⿰鳥⿰彳⿱从龰
𪅝	⿰鳥鳥
𪅞	⿰⿱⿹勹米大鳥
𪅟	⿰鳥⿸广⿻肀月
𪅠	⿰⿸羊丑鳥
𪅡	⿰鳥翏
𪅢	⿰⿱⿱宀一⿱血丁鳥
𪅣	⿰⿱⿻大从月鳥
𪅤	⿰⿱⿰臣又土鳥
𪅥	⿰⿱隹夂鳥
𪅦	⿰鳥⿴囗⿹⿹戈口一
𪅧	⿰⿰土隹鳥
𪅨	⿰⿰禾⿱夕夕鳥
𪅩	⿰⿱⿱⿱厶⿰厶厶人彡鳥
𪅪	⿱⿰⿱亠⿱口子阝鳥
𪅫	⿱⿰土⿹⿹戈口一鳥
𪅬	⿰⿰亻⿷匸⿱日女鳥
𪅭	⿱⿲亻丨⿱夂月鳥
𪅮	⿰⿱⿱宀⿻心丿山鳥
𪅯	⿰⿰冫馬鳥
𪅰	⿱⿰⿱𠆢舌⿱龴⿱乛亅鳥
𪅱	⿰⿸尸⿵⿻⿱丿中冂⿰一丶鳥
𪅲	⿰⿱⿱亼口羽鳥
𪅳	⿰⿱丣田鳥
𪅴	⿰⿱亞心鳥
𪅵	⿱⿰虫⿰冫欠鳥
𪅶	⿱⿰尚攵鳥
𪅷	⿰⿱⿱工貝乂鳥
𪅸	⿰⿱⿰龶刀糸鳥
𪅹	⿰鳥⿹⿻戈⿰幺幺人
𪅻	⿰舟⿱龹鳥
𪅼	⿸⿸厂⿰禾禾鳥
𪅽	⿰⿱⿰旡旡日鳥
𪅾	⿰⿰⿱⿴龷二八欠鳥
𪅿	⿱⿰阝⿱⿸⿻丿一工月鳥
𪆀	⿱⿰弓⿰米弓鳥
𪆁	⿰⿰⿱⿴龷二八斤鳥
𪆂	⿰⿱⿰氵巨木鳥
𪆃	⿱⿰⿱亠⿱口子攵鳥
𪆄	⿰鳥⿱隹灬
𪆅	⿰⿱隹火鳥
𪆇	⿰⿹⿷⿴弓工工口鳥
𪆈	⿰⿱⿰⿴𠂊冫犬火鳥
𪆉	⿰⿳十冖隹鳥
𪆊	⿱⿱⿻人三臼鳥
𪆋	⿰⿰糹⿱士口鳥
𪆌	⿰⿰囧月鳥
𪆍	⿰⿹勹⿱⿱从从⿰丨丨鳥
𪆎	⿱⿰氵⿸〾㫃子鳥
𪆏	⿰鳥⿱立里
𪆐	⿰⿱隹木鳥
𪆑	⿱⿰⿳士冖⿱一口殳鳥
𪆒	⿰⿸厂⿰亻隹鳥
𪆓	⿰絲鳥
𪆕	⿰⿳宀大⿱工土鳥
𪆖	⿰鳥⿱⿳士冖⿱一口䒑
𪆗	⿱⿰⿱⿴龷二八斤鳥
𪆘	⿰⿰⿱十⿱日十月鳥
𪆙	⿰⿸厂⿰屰欠鳥
𪆚	⿰⿱雨⿱二厶鳥
𪆛	⿰⿸虍业鳥
𪆜	⿰黍鳥
𪆝	⿰⿰⿱亠⿱口子攵鳥
𪆞	⿰粦鳥
𪆟	⿰氵⿰⿰⿻⿻十口人力鳥
𪆠	⿰⿱宀畐鳥
𪆡	⿰⿱⿱丶⿳一丷⿱冖巾口鳥
𪆢	⿰⿱⿱宀心用鳥
𪆣	⿰⿱日⿳亠口小鳥
𪆤	⿰黑鳥
𪆥	⿰鳥⿱穴⿱⿰丿土口
𪆦	⿱⿰彡頁鳥
𪆧	⿰鳥⿺走戉
𪆨	⿰⿱艹⿱氏日鳥
𪆩	⿰⿰⿳亠口小⿺尢丶鳥
𪆪	⿱⿰⿱士⿱冖几殳鳥
𪆫	⿰鳥⿱⿰氵巨木
𪆬	⿰鳥⿰𧾷⿱夂口
𪆭	⿰鳥⿻肀𣶒
𪆮	⿰鳥⿱⿱宀⿻心丿皿
𪆰	⿰⿱艹曷鳥
𪆱	⿰⿱卯金鳥
𪆲	⿰⿱覀貝鳥
𪆴	⿰⿱艹癸鳥
𪆵	⿰氵⿰⿰來力鳥
𪆶	⿰⿱⿰歺又米鳥
𪆸	⿰⿰氵骨鳥
𪆹	⿰⿺辶咼鳥
𪆺	⿰⿸虍豕鳥
𪆻	⿰⿸厃⿱儿言鳥
𪆼	⿰⿱雨田鳥
𪆽	⿰𧾷⿰⿱夂口鳥
𪆾	⿰⿳亠⿱口口⿱丷干鳥
𪆿	⿰⿸产言鳥
𪇀	⿱鼓鳥
𪇁	⿰⿱〾尚田鳥
𪇂	⿱⿰⿳士冖火殳鳥
𪇃	⿰⿱覀示⿵几鳥
𪇄	⿰⿳士冖⿱一⿰⿴⿸匚丿丶⿴卩丶鳥
𪇅	⿰鳥⿱艹⿵戌口
𪇆	⿰鳥⿱罒⿹勹虫
𪇇	⿰⿳亼吅从鳥
𪇈	⿰⿳爫冖⿱心夂鳥
𪇉	⿰⿱亠⿰乡隹鳥
𪇊	⿰鳥⿰⿸尸口辛
𪇋	⿰鳥⿱山鬼
𪇍	⿰鳥⿺辶咼
𪇎	⿰⿱⿰木木示鳥
𪇏	⿰⿳⿱一田⿱一田一鳥
𪇐	⿰鳥⿱⿰屰月大
𪇑	⿰⿱⿻⿱丿土⿱⿴囗丷一灬鳥
𪇒	⿰⿰米青鳥
𪇓	⿰⿳⿱艹罒冖夕鳥
𪇔	⿰⿱⿱艹⿰幺幺心鳥
𪇕	⿰⿱⿱宀一⿸⿱⿰丿亅丿貝鳥
𪇖	⿰⿱⿰臣⿱⿰丿一丶皿鳥
𪇗	⿱⿰⿳士冖禾殳鳥
𪇘	⿰⿳士乛⿳丅二⿰口寸鳥
𪇙	⿰⿱竹⿱大⿱丷干鳥
𪇚	⿱⿰礻昜鳥
𪇛	⿰⿸广⿰乡隹鳥
𪇜	⿰⿱艹⿱⿱宀丰口鳥
𪇝	⿰⿱亼朩⿰角鳥
𪇞	⿱〾鼓鳥
𪇟	⿱⿰⿱士⿴尸丨谷鳥
𪇠	⿰〾堇鳥
𪇡	⿰⿱⿱艹隹又鳥
𪇢	⿰⿱〾竹⿹勹米鳥
𪇣	⿰⿰身身鳥
𪇤	⿰⿱夕鹿鳥
𪇥	⿰鳥⿸〾㫃⿱⿴龷二八
𪇦	⿰⿸虍隹鳥
𪇧	⿰⿱宀⿸⿴尸丨貝鳥
𪇩	⿰⿰釒艮鳥
𪇪	⿰⿰扌啇鳥
𪇫	⿰鳥⿺鬼斗
𪇬	⿰與鳥
𪇮	⿰⿸广⿳里儿土鳥
𪇯	⿰⿰翏戈鳥
𪇰	⿰⿱日⿱⿱龷八氺鳥
𪇱	⿰⿱⿲幺白幺木鳥
𪇲	⿰⿰⿱小隹戈鳥
𪇳	⿰鳥⿱〾竹⿵戌口
𪇴	⿰⿱⿱艹罒戍鳥
𪇵	⿰⿸广黄鳥
𪇶	⿰⿰氵⿱隹灬鳥
𪇷	⿰鳥⿰⿱山𠂤辛
𪇸	⿰⿸虍⿱田心鳥
𪇹	⿰巤鳥
𪇻	⿱⿰訁隹鳥
𪇼	⿰⿱革⿱兀土鳥
𪇽	⿰⿰〾堇欠鳥
𪇿	⿱⿸〾疒⿰亻隹鳥
𪈀	⿰⿱吅禺鳥
𪈁	⿰⿱〾竹⿵戌口鳥
𪈂	⿰⿱魚日鳥
𪈃	⿰⿳亠口⿳⿴囗口口十鳥
𪈄	⿰⿺辶⿱矛冏鳥
𪈅	⿱〾竹⿰⿹勹⿱土⿱丷干鳥
𪈆	⿰⿳⿱艹罒冖目鳥
𪈇	⿱⿰釒⿱戈戈鳥
𪈈	⿱⿰⿻⿻十口人頁鳥
𪈊	⿰鬲⿱羽鳥
𪈋	⿰⿳亠⿱口口⿱卝⿻二丨⿱夂鳥
𪈌	⿱⿰犭⿱罒⿹勹虫鳥
𪈍	⿰⿳人⿱⿸丆卜口酉鳥
𪈎	⿰⿰⿻⿻十口人⿱𠂊貝鳥
𪈏	⿱⿳廿⿴北口灬鳥
𪈐	⿱⿰⿻⿻十口人⿱𠂊貝鳥
𪈑	⿰⿱雨⿱日⿹勹⿱丿丿鳥
𪈒	⿰鳥⿸⿸虍田皿
𪈓	⿰⿱〾竹⿰⿱土⿱丷干人鳥
𪈔	⿰⿱⿱⿻𦥑爻冖子鳥
𪈕	⿰⿱人爾鳥
𪈖	⿰⿱山⿰𠂤辛鳥
𪈗	⿰龍鳥
𪈘	⿰⿳⿱艹罒冖⿸歹匕鳥
𪈙	⿰鳥⿱艹⿰𠂤辛
𪈚	⿰⿳⿱日⿱屮凵大米鳥
𪈛	⿰⿳⿱艹罒冖⿰亻戈鳥
𪈜	⿰⿰糹婁鳥
𪈝	⿰霝鳥
𪈞	⿱〾鼓鳥
𪈟	⿰⿱艹⿰𠂤辛鳥
𪈠	⿰⿸⿸广⿰亻隹心鳥
𪈡	⿱⿱山⿰⿰犭言犬鳥
𪈢	⿰⿱〾竹⿰⿱土⿱丷干⿵九丶鳥
𪈣	⿰⿹⿱〾竹⿹勹丶⿳一从干鳥
𪈤	⿰鳥⿱⿰貝貝女
𪈥	⿰⿱⿱山隹冏鳥
𪈦	⿰⿱⿱田⿰田田土鳥
𪈧	⿰⿱艹⿱⿻⿱丿土⿱⿴囗丷一灬鳥
𪈨	⿰鳥⿰身鳥
𪈩	⿰鳥雚
𪈪	⿰⿳自⿱从从天鳥
𪈫	⿰鳥⿳⿱日⿱屮凵大米
𪈬	⿰⿰身鳥鳥
𪈭	⿰⿱艹⿱⿰臣⿱⿰丿一丶皿鳥
𪈮	⿰⿰糸⿰訁糸鳥
𪈯	⿰⿰氵⿱雨隹鳥
𪈰	⿰⿱罒⿰糹隹鳥
𪈲	⿸广⿱⿰隹隹鳥
𪈳	⿰鳥⿱⿰⿱一⿵冂一⿱一⿵冂一鹿
𪈴	⿰⿱⿱⿰目目隹又鳥
𪈵	⿰⿹勹⿱⿲⿱𠆢丨⿱𠆢丨⿱𠆢丨⿲⿱𠆢丨⿱𠆢丨⿱𠆢丨鳥
𪈶	⿲鳥⿱亯⿱卝⿻二丨攵
𪈷	⿰⿰⿱亯⿱卝⿻二丨攴鳥
𪈸	⿰⿰氵雚鳥
𪈹	⿰⿱⿰丙丙鹿鳥
𪈺	⿰⿸⿸尸水⿱罒⿹勹虫鳥
𪈻	⿰⿰木雚鳥
𪈼	⿱鳥⿰鳥鳥
𪈽	⿱⿰糸⿰訁糸⿵⿵几丶鳥
𪈾	⿰⿸⿸广⿰亻隹鳥鳥
𪈿	⿰⿱⿰糸⿰訁糸虫鳥
𪉀	⿰⿱田⿱田田⿳田鳥田
𪉁	⿰鸟欠
𪉂	⿰⿱二厶鸟
𪉃	⿰文鸟
𪉅	⿰⿹弋工鸟
𪉆	⿰⿱匕日鸟
𪉇	⿰鸟戌
𪉈	⿱⿰止匕鸟
𪉉	⿰⿸广土鸟
𪉊	⿰⿱⿰亻𠤎十鸟
𪉋	⿱舛鸟
𪉌	⿰⿺⿻一氺丶鸟
𪉍	⿰⿱禾几鸟
𪉎	⿰⿱氏日鸟
𪉏	⿰⿱甘木鸟
𪉐	⿰禺鸟
𪉑	⿱⿰⿱龶勹攵鸟
𪉒	⿰⿲王⿶丿丶王鸟
𪉓	⿱⿰鸟鸟鸟
𪉔	⿰⿱囟比鸟
𪉕	⿰鸟⿱〾竹⿵戌口
𪉖	⿱鹵土
𪉗	⿱鹵大
𪉘	⿰鹵殳
𪉙	〾覃
𪉚	⿰鹵毛
𪉛	⿰鹵⿱冖几
𪉝	⿰矛鹵
𪉞	〾覃
𪉟	⿱鹵皿
𪉠	⿰鹵戊
𪉡	⿰鹵⿱⿰丿一⿻几一
𪉢	⿰鹵⿱八⿱𠆢十
𪉣	⿱鹵豆
𪉤	⿸羊鹵
𪉥	⿰鹵⿱⿰丿一母
𪉦	⿰鹵臽
𪉧	⿰鹵⿱火火
𪉨	⿰鹵⿱日日
𪉩	⿱⿰土鹵皿
𪉪	⿰鹵⿱⿻人三⿻二丨
𪉫	〾覃
𪉬	⿱⿱𦍌儿鹵
𪉭	⿰鹵⿳田一〾卜
𪉮	⿰鹵⿱⿻人三天
𪉯	⿰鹵⿱⿴龷二亾
𪉰	⿰鹵⿱亼⿰月刂
𪉱	⿰鹵⿸户𠕁
𪉲	〾覃
𪉳	⿱⿵戌口鹵
𪉴	⿰鹵⿱甘木
𪉵	⿱⿸羊工鹵
𪉶	⿱⿰鹵⿱十口皿
𪉷	〾覃
𪉸	⿰鹵⿱⿴囗人皿
𪉹	⿰土⿱⿰丿一⿱鹵皿
𪉺	⿰鹵⿱文⿸厂生
𪉻	⿰⿱山⿱宀示鹵
𪉼	⿰鹵⿱宀⿰耳又
𪉽	⿰鹵⿳日罒又
𪉾	⿰鹵⿰⿱⿰丿一母攵
𪉿	⿰鹵⿹⿰工攵〾甘
𪊀	⿰鹵⿱矛冏
𪊁	⿱⿻亻⿱从从⿸厂鹵
𪊂	⿰鹵⿱⿰天天日
𪊃	⿰鹵⿱山鬼
𪊄	⿰鹵⿱⿵戌口心
𪊅	⿰鹵⿱⿰木木示
𪊆	⿰鹵齊
𪊇	⿰鹵⿱⿰臣⿱⿰丿一丶皿
𪊈	⿰鹵⿱⿻亻⿱从从⿸丆工
𪊉	⿰鹵⿱⿱亠⿱罒氺⿸匚𡿨
𪊊	⿰鹵⿳亠⿱吅⿻龷一⿸匚𡿨
𪊋	⿰鹿几
𪊌	⿸鹿九
𪊍	⿸鹿巳
𪊎	⿸鹿夊
𪊏	⿸鹿犬
𪊐	⿸鹿夫
𪊑	⿱鹿开
𪊒	⿸鹿月
𪊓	⿸鹿文
𪊔	⿰鹿⿱一丌
𪊕	⿸鹿比
𪊖	⿰鹿⿹勹⿱丿丿
𪊗	⿸鹿手
𪊘	⿸鹿⿸匚𡿨
𪊙	⿰鹿文
𪊚	⿸鹿巴
𪊛	⿸鹿⿰幺力
𪊜	⿸鹿本
𪊝	⿰鹿犮
𪊞	⿸鹿石
𪊟	⿰鹿生
𪊠	⿱北鹿
𪊡	⿰鹿⿱勹巳
𪊢	⿸鹿矢
𪊣	⿸鹿目
𪊤	⿸鹿巨
𪊥	⿸鹿⿱一⿱日一
𪊦	⿸鹿⿴囗大
𪊧	⿸鹿⿱土土
𪊨	⿸鹿⿱匕日
𪊩	⿸鹿⿻十龷
𪊫	⿸鹿而
𪊬	⿸鹿衣
𪊭	⿰鹿⿱乂厷
𪊮	⿸鹿羽
𪊯	⿸鹿⿰牜匕
𪊰	⿸鹿自
𪊱	⿸鹿⿱乂厷
𪊲	⿸鹿⿱夂口
𪊳	⿸鹿⿱亠⿰丿小
𪊴	⿸鹿夋
𪊵	⿸鹿巠
𪊶	⿰鹿⿺廴⿱丿土
𪊷	⿰鹿⿸耂子
𪊸	⿰鹿⿱亼朩
𪊺	⿰鹿⿱文口
𪊻	⿸鹿⿱皿八
𪊼	⿸鹿⿴囗斤
𪊽	⿸鹿⿴囗木
𪊾	⿸鹿貝
𪊿	⿸鹿谷
𪋀	⿸鹿車
𪋁	〾廌
𪋂	⿸鹿⿰牜土
𪋃	⿸鹿⿰冫⿱口儿
𪋄	⿸鹿⿰耳又
𪋅	⿸鹿⿱宀夗
𪋆	⿸鹿⿱日比
𪋇	⿸鹿隹
𪋈	⿸鹿⿰弓⿱𠂊小
𪋉	⿸鹿雨
𪋊	⿸鹿⿻甲⿱一人
𪋋	⿰鹿并
𪋌	⿰鹿⿱⿱亠从十
𪋍	⿰甾鹿
𪋎	⿸鹿⿻山⿰幺幺
𪋏	⿸鹿⿸耂日
𪋐	⿸鹿⿱而大
𪋑	⿰鹿⿸耂日
𪋒	⿰鹿香
𪋓	⿸鹿⿰口吅
𪋔	⿸鹿⿱⿱亠日小
𪋕	⿸鹿⿴𦥑又
𪋖	⿰鹿風
𪋗	⿸鹿⿺辶米
𪋘	⿱⿰丙丙鹿
𪋙	⿸鹿⿰⿸厂巾⿸厂巾
𪋚	⿸鹿⿰立⿱⿱𠆢丶龴
𪋛	⿸鹿⿱艹⿱日十
𪋜	⿸鹿⿻甲⿱艹二
𪋝	⿸鹿⿺辶⿻⿻十口人
𪋞	⿰鹿鳥
𪋟	⿰鹿⿱立⿱日十
