⺀	⿱丶丶
㣩	⿰彳林
㣪	⿰彳爰
㣫	⿰彳重
㣬	⿰彳⿱口耳
㣭	⿰彳⿱兇夂
㣮	⿰彳南
㣯	⿰彳屑
㣰	⿰彳悉
㣱	⿰彳責
㣲	〾微
㣳	⿰彳無
㣴	⿰彳黃
㣵	⿰彳達
㣶	⿰彳亶
㣷	⿰彳寧
㣸	⿰彳〾蕤
㣹	⿰彳應
㣺	〾心
㣻	⿱乂心
㣼	〾忍
㣽	⿱女心
㣾	⿰忄叉
㣿	⿰忄勺
㤀	〾忘
㤁	〾忝
㤂	〾急
㤃	⿰忄方
㤄	⿰忄巿
㤅	⿱旡心
㤆	⿰忄反
㤇	〾懊
㤈	⿰忄心
㤉	⿰忄牙
㤊	⿰忄爻
㤋	⿰忄分
㤌	〾甘
㤍	⿱巧心
㤎	⿱加心
㤏	⿰忄冬
㤐	〾怗
㤑	⿰忄右
㤒	⿰忄⿱大十
㤓	〾笨
㤔	⿰忄付
㤕	⿰忄出
㤖	⿰忄宁
㤗	⿱⿻人三〾心
㤘	⿰忄⿱𠂊彐
㤙	〾恩
㤚	⿰忄行
㤛	⿰忄任
㤜	⿰忄戍
㤝	⿰忄充
㤞	⿰忄宅
㤟	〾憸
㤠	⿱列心
㤡	⿰忄列
㤢	〾惰
㤣	⿱并心
㤤	⿰忄臾
㤥	⿰忄亥
㤦	⿰忄吏
㤧	⿰忄后
㤨	⿰忄共
㤩	〾恪
㤪	〾怨
㤫	〾德
㤬	〾恚
㤭	〾憍
㤮	⿱狂心
㤯	⿰忄冏
㤰	〾怍
㤱	⿰忄豆
㤲	⿱夾心
㤳	⿰忄否
㤴	⿸⿰忄耳乚
㤵	〾慈
㤶	⿰忄⿺⿺尢彡丶
㤷	⿰忄含
㤸	⿰忄赤
㤹	⿰忄求
㤺	⿰忄⿱亡〾川
㤻	⿱卵心
㤼	〾怯
㤽	⿰忄寿
㤾	⿰忄〾深
㤿	⿰忄奄
㥀	〾德
㥁	〾德
㥂	⿰忄⿱旦寸
㥃	⿰忄門
㥄	⿰忄夌
㥅	⿰忄受
㥆	⿰忄隶
㥇	⿰忄⿱戈戈
㥈	⿱帖心
㥉	⿰忄咅
㥊	〾怦
㥋	⿱依心
㥌	⿰忄匊
㥍	〾惎
㥎	⿱〾利心
㥏	⿰忄典
㥐	〾延
㥑	⿱頁心
㥒	⿰忄采
㥓	⿰忄奇
㥔	⿰忄育
㥕	⿱炎心
㥖	⿰丹〾匆
㥗	〾悛
㥘	〾怯
㥙	⿰忄忠
㥚	⿰忄臾
㥛	⿰忄亟
㥜	⿰忄胃
㥝	〾弭
㥞	⿰忄〾遂
㥟	⿰忄彖
㥠	⿰忄胥
㥡	⿰忄⿸尼木
㥢	⿰忄酋
㥣	⿱奎心
㥤	⿱矜心
㥥	⿰忄禺
㥦	⿱⿷匸夾心
㥧	⿰忄頁
㥨	⿱娃心
㥩	⿰忄者
㥪	〾慺
㥫	〾惇
㥬	⿰忄旁
㥭	⿰忄泰
㥮	⿰忄芻
㥯	⿱⿳爫工彐心
㥰	⿰忄叟
㥱	〾悱
㥲	〾嗔
㥳	⿰忄原
㥴	⿰忄虒
㥵	〾慁
㥶	⿱⿳宀⿻龷一八心
㥷	⿸广⿱夾心
㥸	⿰民思
㥹	⿱粉心
㥺	⿰忄盍
㥻	⿱⿵戊禾心
㥼	⿰忄焉
㥽	⿰忄責
㥾	⿰忄匿
㥿	⿱敖心
㦀	⿰忄逢
㦁	⿱連心
㦂	〾常
㦃	⿰忄産
㦄	⿸麻心
㦅	⿰忄帶
㦆	⿰忄虖
㦇	⿰忄鹿
㦈	⿰忄盖
㦉	〾懿
㦊	⿰忄華
㦋	⿰忄奢
㦌	⿱毳心
㦍	⿰忄⿱吅屰
㦎	⿰忄畫
㦏	⿰忄巽
㦐	⿰忄貳
㦑	〾憨
㦒	⿰忄詈
㦓	⿰忄然
㦔	⿱⿰⿱日月犬心
㦕	⿰忄隆
㦗	⿰忄禁
㦘	⿱⿰⿱白方攵心
㦙	⿰忄愚
㦚	⿲辛心辛
㦛	⿱與心
㦜	⿰忄⿱⿱艹隹又
㦝	⿱貌心
㦞	⿱壽心
㦟	⿱貍心
㦠	⿰忄對
㦡	⿰忄樂
㦢	⿰忄節
㦣	⿱衞心
㦤	〾懿
㦥	⿰忄憲
㦦	⿰忄⿵門兒
㦧	⿰忄〾替
㦨	⿰忄闌
㦩	⿰忄隱
㦪	⿰忄燮
㦫	⿰忄贊
㦬	⿰忄羅
㦭	⿰忄靈
㦮	⿻戈二
㦯	〾或
㦱	〾我
㦲	⿹⿶戈十勹
㦳	⿹⿶戈十土
㦴	⿹戈各
㦵	⿰朱戈
㦶	⿹戈至
㦷	〾勇
㦸	〾戟
㦹	⿰昜戈
㦺	⿰辱戈
㦼	⿰舂戈
㦽	〾彧
㦾	⿸户也
㦿	⿸户木
㧀	⿸户及
㧁	⿸户去
㧂	⿸户田
㧃	⿰扌丩
㧄	⿰扌凵
㧅	⿰扌刀
㧆	⿰扌巾
㧇	⿰扌⿵冂一
㧈	〾引
㧉	⿰扌气
㧊	⿰扌巿
㧋	⿰扌犬
㧌	⿰扌毛
㧍	〾仿
㧎	⿰扌牙
㧏	⿰扌冈
㧐	⿰扌双
㧑	〾撝
㧒	⿰扌穴
㧓	⿰扌瓜
㧔	⿰扌戊
㧕	⿰扌卯
㧖	⿰扌戹
㧗	⿰扌此
㧘	⿱此手
㧙	⿰扌必
㧚	⿰扌瓦
㧛	⿱⿲丨丨⿱⿰丿一丶手
㧜	⿰扌匝
㧝	⿱加手
㧞	〾拔
㧟	⿰扌⿰氵匚
㧠	⿰扌⿱厶小
㧡	⿰扌亥
㧢	〾因
㧣	⿰扌朱
㧤	⿰扌充
㧥	⿰扌先
㧦	⿰扌旬
㧧	〾梳
㧨	⿰扌后
㧩	⿰扌⿵𠘨帀
㧪	⿰扌危
㧫	⿰扌而
㧬	⿱⿰工凡手
㧭	⿱邛手
㧮	⿰扌臼
㧯	⿰扌老
㧰	⿰扌乐
㧱	〾拿
㧲	⿰扌宋
㧳	⿱扮手
㧴	⿰扌我
㧵	〾抔
㧶	⿰扌身
㧷	⿰扌吞
㧸	⿰扌亨
㧹	⿰扌⿱旦寸
㧺	⿰扌沓
㧻	⿰扌⿻豕丶
㧼	〾俵
㧽	⿰扌固
㧾	⿰扌忽
㧿	〾摐
㨀	⿰扌秉
㨁	⿰扌直
㨂	⿰扌東
㨃	⿰扌享
㨄	⿰扌周
㨅	⿰扌芮
㨆	⿰扌林
㨇	⿱波手
㨈	⿰扌斉
㨉	⿰扌昬
㨊	⿰扌⿱左月
㨋	⿰扌者
㨌	⿰⿳士冖手殳
㨍	⿱封手
㨎	⿰扌⿱而大
㨏	⿰扌炭
㨐	⿰扌保
㨑	⿰扌⿱兇夂
㨒	〾刲
㨓	⿰扌〾牢
㨔	〾撼
㨕	⿰扌盈
㨖	⿰扌致
㨗	〾捷
㨘	⿰扌省
㨙	⿰扌奚
㨚	⿰扌荀
㨛	⿰扌閃
㨜	⿰扌虔
㨝	⿰扌屑
㨞	⿰扌素
㨟	⿰扌豈
㨠	⿰扌冥
㨡	⿰扌⿴囗豕
㨢	⿰扌能
㨣	⿰扌翁
㨤	⿰扌⿷匚隹
㨥	⿰扌納
㨦	⿰扌隻
㨧	⿰扌畚
㨨	〾抽
㨩	〾捷
㨪	〾晃
㨫	⿰扌监
㨬	⿰扌袁
㨭	⿰扌扈
㨮	⿰扌兜
㨯	⿰扌郭
㨰	⿰扌⿴衣公
㨲	⿰扌⿱艹宋
㨳	⿰扌寄
㨴	〾建
㨵	〾揃
㨶	⿰扌鳥
㨷	⿰扌堇
㨸	⿰扌密
㨹	⿰扌彗
㨺	⿰扌㒼
㨻	⿱斬手
㨼	〾掠
㨽	〾副
㨾	⿰扌羕
㨿	⿰扌處
㩀	⿰扌⿸虍匆
㩁	⿰扌⿱宀隹
㩂	⿰扌斛
㩃	⿰扌寒
㩄	⿰扌崽
㩅	〾抽
㩆	⿰扌就
㩇	⿰扌畫
㩈	⿰扌窘
㩉	〾拉
㩊	⿰扌⿳爫罒寸
㩋	⿰扌肅
㩌	⿰扌費
㩍	⿰扌策
㩎	⿰扌⿰⿱日月犬
㩏	⿰扌黑
㩐	⿰扌等
㩑	⿰扌⿱夭非
㩒	〾擒
㩓	⿱毁手
㩔	⿰扌殿
㩕	⿰扌零
㩖	⿰扌〾疆
㩗	〾携
㩘	⿰扌義
㩙	〾塞
㩚	⿰扌蒙
㩛	⿰扌團
㩜	⿰扌監
㩝	⿰扌豪
㩞	⿰扌榮
㩟	⿰扌寨
㩠	⿰扌⿸鹿灬
㩡	⿰扌磊
㩢	⿰扌蔑
㩣	⿰扌翬
㩤	⿰扌敷
㩥	⿰扌⿹⿶戈十韭
㩦	〾携
㩧	⿰扌暴
㩨	⿰扌慧
㩩	⿰扌潁
㩪	⿰扌⿰糹頁
㩫	⿰扌質
㩬	⿰⿰扌虚戈
㩭	⿰扌學
㩮	⿰扌擧
㩯	⿰扌繁
㩰	⿰扌⿱艹喿
㩱	⿰扌爵
㩲	〾拳
㩳	⿰扌雙
㩴	〾攫
㩵	⿰扌獻
㩶	⿰扌⿱〾竹爾
㩷	⿰扌騫
㩸	⿰扌⿱⿱田⿰田田〾宜
㩹	⿰扌疊
㩺	〾披
㩻	⿰危支
㩼	⿰多支
㩽	⿰束支
㩾	⿰垂支
㩿	⿰乞攵
㪀	⿰于攵
㪁	⿰今攴
㪂	⿰气攴
㪃	⿰可攴
㪄	⿰弗攵
㪅	〾更
㪆	⿰氐攴
㪇	⿰先攵
㪈	⿰圭攴
㪉	〾合
㪊	⿰君攴
㪋	⿰旱攴
㪌	〾捅
㪍	⿰孛攵
㪎	⿰夾攴
㪏	⿰卑攴
㪐	⿰戾攴
㪑	⿰奄攴
㪒	⿰兒攴
㪓	⿰乖攴
㪔	⿰⿰𣎳𣎳攴
㪕	⿰卓攴
㪖	⿰录攴
㪗	⿰咅攴
㪘	⿰⿱亼⿻口人攵
㪙	⿰果攵
㪚	〾散
㪛	⿰甚攴
㪜	⿰耑攴
㪝	⿰柬攴
㪞	⿰冒攴
㪟	〾敦
㪠	⿰兼攴
㪡	⿰害攴
㪢	⿰叟攴
㪣	〾敲
㪤	⿰畢攵
㪥	⿰⿸虍且攴
㪦	⿰寅攵
㪧	⿰翕攴
㪨	⿰善攴
㪩	⿰肅攴
㪪	⿰⿱夭非攴
㪫	⿰睿攴
㪬	⿰翟攴
㪭	⿰盧攴
㪮	⿰霝攴
㪯	⿱文⿻二丨
㪰	⿱文米
㪱	⿰文奐
㪲	⿱斗𠃍
㪳	⿱斗〇
㪴	⿰元斗
㪵	⿰半斗
㪶	〾斛
㪷	⿰豆斗
㪸	〾斟
㪹	⿰婁斗
㪺	⿰⿻大⿰目目斗
㪻	⿱⿰糸⿰訁糸斗
㪼	⿰可斤
㪽	〾所
㪾	⿰各斤
㪿	⿰⿱屮屮斤
㫀	〾鼎
㫁	⿰⿺𠃊⿱⿰幺幺兀斤
㫂	⿰庶斤
㫄	⿹方方
㫅	〾旗
㫆	⿰方尒
㫇	⿱於𠃍
㫈	⿱於〇
㫉	⿰方危
㫊	⿸〾㫃可
㫋	⿸〾㫃冉
㫌	〾旌
㫍	⿸〾㫃攸
㫎	⿸〾㫃軍
㫏	⿸〾㫃要
㫐	〾杳
㫑	⿰日力
㫒	⿱日廾
㫓	⿰日乞
㫔	〾艮
㫕	⿱日兀
㫖	〾旨
㫗	〾厚
㫘	⿱不日
㫙	⿰日夫
㫚	⿱勿日
㫛	⿰日兄
㫜	⿰日旦
㫝	⿰日氐
㫞	⿰日⿱屮又
㫟	⿰日⿱几口
㫠	⿰日半
㫡	⿱日冬
㫢	⿰日去
㫣	⿱日电
㫤	⿱旦永
㫥	⿰日名
㫦	⿸攸日
㫧	⿱日米
㫨	⿰日安
㫩	〾春
㫪	〾舂
㫫	⿱日亚
㫬	⿰日旬
㫭	⿱日寺
㫮	⿱此日
㫯	⿱昌兀
㫰	〾朗
㫱	⿱日赤
㫲	⿰日孛
㫳	〾晨
㫴	⿰日孝
㫵	⿰日非
㫶	⿰日帚
㫷	〾期
㫸	⿰日疌
㫹	⿱日所
㫺	⿱⿱从从日
㫻	⿰日侖
㫼	⿰日制
㫽	⿰日录
㫾	⿰日尚
㫿	〾睢
㬀	⿰日享
㬁	⿱日洽
㬂	⿰日禺
㬃	⿱日⿱台火
㬄	⿱日⿸厂赤
㬅	〾曼
㬆	⿰日昬
㬇	⿰日奐
㬈	⿰日昷
㬉	〾暖
㬊	⿱日爰
㬌	⿱日〾京
㬍	⿰日尃
㬏	⿰日鬲
㬐	⿰日晋
㬑	⿰日郭
㬒	⿰日莽
㬓	⿰日票
㬔	⿰日翏
㬕	⿰日祥
㬖	⿰日啓
㬗	⿰日然
㬘	⿰日肅
㬙	⿰日爲
㬚	⿰日〾彘
㬛	〾晞
㬜	⿱⿰至至日
㬝	⿰日曾
㬞	〾暍
㬟	⿰勿曾
㬠	⿰日煞
㬡	⿰日零
㬢	〾曦
㬣	⿰日對
㬤	⿰日㬎
㬥	⿳〾昢大米
㬦	⿰日⿱⿱艹隹又
㬧	⿳〾昢人糸
㬨	⿰日赫
㬩	⿰日慧
㬪	⿱晶〾宜
㬫	⿱燕日
㬬	〾曜
㬭	〾皭
㬯	⿰日羸
㬰	〾臾
㬱	〾替
㬲	⿺更益
㬳	⿰月午
㬴	⿰月共
㬵	⿰月交
㬶	⿰月告
㬷	⿰月困
㬸	⿰月花
㬹	⿰月争
㬺	⿸〾倦巾
㬻	⿰月荒
㬼	⿰有复
㬽	⿰月⿱品丂
㬾	⿱⿰医殳月
㬿	⿰月敦
㭀	⿰月筮
㭁	⿰木乃
㭂	⿰木小
㭃	⿰木幺
㭄	⿰木卂
㭅	〾杉
㭆	⿱乃末
㭇	⿰木允
㭈	⿰木夬
㭉	⿱艹木
㭊	〾析
㭋	〾棒
㭌	⿰木牛
㭍	〾柒
㭎	〾棡
㭏	⿰木韦
㭐	⿱大末
㭑	⿰木未
㭒	〾耜
㭓	⿰木弁
㭔	⿰木乎
㭕	⿰木去
㭖	⿰木代
㭗	⿱木皿
㭘	⿰木合
㭙	⿰木寺
㭚	⿰木⿱⿰丿一⿸匚𡿨
㭛	⿰木〾派
㭜	⿰木戎
㭝	⿱林九
㭞	⿰木劣
㭟	⿱共木
㭠	⿰木先
㭡	⿰木囟
㭢	⿰木刑
㭣	⿰木问
㭤	⿰木鸟
㭥	⿰木负
㭦	⿰木宅
㭧	〾楠
㭨	〾椰
㭩	⿰木⿱爫寸
㭪	⿰木甫
㭫	⿰木坐
㭬	⿰木豕
㭭	⿰木别
㭮	⿰木⿱巛歹
㭯	⿸⿰木耳乚
㭰	⿱此朿
㭱	〾匣
㭲	⿰木谷
㭳	⿰木孝
㭴	〾樫
㭵	⿰木甸
㭶	⿰木芳
㭷	⿰木男
㭸	⿰木兔
㭹	⿰木弦
㭺	⿰木奄
㭻	〾棠
㭼	⿰木沓
㭽	⿰木底
㭾	⿰木屈
㭿	⿰木昂
㮀	⿰木函
㮁	⿰木肴
㮂	⿱⿱目大木
㮃	⿰木委
㮄	〾榜
㮅	⿱木隹
㮆	⿰木⿱𠆢羊
㮇	⿰木忝
㮈	⿰木奈
㮉	⿰木⿰亻⿻夫丷
㮊	⿰杼木
㮋	⿰木郁
㮌	〾棉
㮍	⿱前木
㮎	〾杯
㮏	⿰木柰
㮐	⿰木省
㮒	⿰木⿱覀土
㮔	〾橦
㮕	⿰木⿱而大
㮖	⿰木革
㮗	⿱矜木
㮘	⿰木⿰矛攵
㮙	⿰木咢
㮚	〾栗
㮛	⿰木是
㮜	⿰木⿷匚壯
㮝	⿰木郤
㮞	⿰木咨
㮟	⿰柘木
㮠	⿰木荣
㮡	⿱炬木
㮢	⿰木侯
㮣	⿱既朩
㮤	⿱容木
㮥	⿰木畚
㮦	⿰木索
㮧	⿰木烏
㮨	⿰木⿱鬼夂
㮩	⿰木息
㮪	⿰木⿱⿰工凡木
㮫	⿰木害
㮬	⿰木翁
㮭	⿰木〾函
㮮	⿰木挈
㮯	⿰木⿴囗豕
㮰	⿰木〾毗
㮱	⿰木⿱艹先
㮲	⿰木芻
㮳	⿰木朕
㮴	〾艘
㮵	⿰木旃
㮶	⿰木朔
㮷	⿰木⿱尤旨
㮸	⿰木送
㮹	⿰木致
㮺	〾本
㮻	⿰木蚤
㮼	〾扇
㮽	⿰木般
㮾	⿱朗木
㮿	⿰木畢
㯀	⿰木旋
㯁	⿰木陪
㯂	⿰木帶
㯃	⿰木桼
㯅	⿰木庳
㯆	⿰木産
㯇	⿰木⿱非土
㯈	⿰木速
㯉	⿰木虖
㯊	⿰木焉
㯋	⿹頃木
㯌	⿰木逐
㯍	⿰木將
㯎	⿰木⿰訁木
㯏	〾馨
㯐	⿱隋木
㯑	⿰木張
㯒	⿰木覓
㯓	〾榻
㯔	⿱毳木
㯕	⿰木斯
㯖	⿰木〾德
㯗	⿰木閑
㯘	⿰木款
㯙	⿰⿰木育攵
㯚	⿰木答
㯛	⿰木壺
㯜	⿰木萃
㯝	⿰木路
㯞	⿰木絹
㯟	〾麓
㯠	⿰木牽
㯡	⿰桼包
㯢	⿰木巽
㯣	〾棻
㯤	⿰來來
㯥	〾曹
㯦	〾棋
㯧	⿰木超
㯨	〾栗
㯩	⿰桑夷
㯪	⿰木零
㯫	⿰木⿸虍豕
㯬	⿱林建
㯭	⿰木虜
㯮	⿰木蜀
㯯	⿰木⿱夅貝
㯰	〾植
㯱	⿳⿻十口冖⿱缶木
㯲	⿰木禁
㯳	⿰木敬
㯴	〾榕
㯵	⿰木董
㯶	〾棕
㯷	⿰木僕
㯸	⿰木盡
㯹	⿰標寸
㯺	⿱⿰臣⿳⿰丿一丶罒木
㯻	⿳⿻十口冖⿱豕木
㯼	⿰木蓋
㯽	⿰木賔
㯾	⿰木遭
㯿	⿰木巤
㰀	⿰木黎
㰁	⿰木磊
㰂	⿰木審
㰃	⿰棉系
㰄	⿰木賤
㰅	⿰木適
㰆	⿳⿻十口冖棐
㰇	⿰木⿹⿶戈十韭
㰈	⿱林連
㰉	〾榛
㰊	⿰木⿰坴炎
㰋	⿰木頻
㰌	〾榷
㰍	⿱龍木
㰎	⿰木嶲
㰏	〾篙
㰐	⿰木隨
㰑	⿰木⿱〾蕊木
㰒	⿰木學
㰔	⿰木燮
㰕	⿰木羲
㰖	⿰木覧
㰗	⿰木蹙
㰘	⿰木彝
㰙	⿰木難
㰚	⿰木離
㰛	⿰木藥
㰜	⿰木顚
㰝	⿰巳欠
㰞	〾嗤
㰟	⿰气欠
㰠	⿰亢欠
㰡	⿰介欠
㰢	⿰开欠
㰣	⿰此欠
㰤	⿰可欠
㰥	⿰世欠
㰦	⿰去欠
㰧	⿰台欠
㰨	⿰只欠
㰩	⿰虫欠
㰪	⿰圭欠
㰫	⿰先欠
㰬	⿰旬欠
㰭	⿰夸欠
㰮	⿰辰欠
㰯	⿰豆欠
㰰	⿰夾欠
㰱	〾歃
㰲	⿰或欠
㰳	⿰亞欠
㰴	⿰咅欠
㰵	⿰卒欠
㰶	⿰咎欠
㰷	⿰死欠
㰸	⿰⿱亼⿻口人欠
㰹	⿰咸欠
㰺	⿰叚欠
㰻	⿰壴欠
㰼	⿰⿷匸夾欠
㰽	⿰⿷匸⿱日女欠
㰾	⿰⿱白方欠
㰿	⿰奚欠
㱀	⿰芻欠
㱁	〾款
㱂	〾康
㱃	⿰酓欠
㱄	〾默
㱅	〾懿
㱆	⿰⿸虍豆欠
㱇	⿰嗇欠
㱈	⿰禁欠
㱉	⿰業欠
㱊	⿰憂欠
㱋	⿰霍欠
㱌	⿰聶欠
㱍	⿰⿰糸⿰訁糸欠
㱎	⿰⿱⿱罒氺魚欠
㱏	〾正
㱐	〾武
㱑	⿱止夕
㱒	⿱止可
㱓	⿰止令
㱔	〾些
㱕	⿰止帚
㱖	⿰止卒
㱗	⿰止臭
㱘	⿱厭止
㱙	⿰歹丂
㱚	⿰歹月
㱛	〾布
㱜	⿰歹龰
㱝	⿰死力
㱞	⿰歹立
㱟	⿰歹皮
㱠	⿰歹古
㱡	⿰歹先
㱢	⿰歹良
㱣	⿰歹妥
㱤	⿰歹析
㱥	⿰歹夌
㱦	⿰歹奇
㱧	⿰歹宛
㱨	⿰歹定
㱩	⿰歹⿱十⿱乛头
㱪	⿰歹昬
㱫	⿰歹柬
㱬	⿰歹畏
㱭	〾毈
㱮	⿰歹贵
㱯	⿰歹豈
㱰	⿰歹宰
㱱	⿰歹鬼
㱲	⿰歹益
㱳	⿱莫歹
㱴	⿰歹責
㱵	⿰歹賁
㱶	⿰歹彭
㱷	⿰歹集
㱸	⿰歹辟
㱹	⿰歹歷
㱺	⿰歹盧
㱻	⿰歹羸
㱼	〾改
㱽	⿰冘殳
㱾	⿰亥殳
㱿	⿰⿱士⿵冂一殳
㲀	⿰辰殳
㲁	⿰空殳
㲂	⿰尚殳
㲄	⿹⿰⿳士冖一殳土
㲅	⿰害殳
㲆	⿱⿰声殳令
㲇	⿱⿰声殳冬
㲈	⿱⿰声殳召
㲉	⿹⿰⿳士冖一殳卵
㲊	〾睿
㲌	⿺毛乃
㲍	⿺支毛
㲎	⿰毛毛
㲏	⿰片毛
㲐	⿺毛今
㲑	⿺毛水
㲒	⿰句毛
㲓	⿺毛戍
㲔	⿰辛毛
㲕	⿰⿱爫寸毛
㲖	⿰肖毛
㲗	⿰孚毛
㲘	⿰貝毛
㲙	⿺毛〾旒
㲚	⿱沙毛
㲛	⿱知毛
㲜	〾毯
㲝	⿺毛隹
㲞	⿰卒毛
㲟	⿰英毛
㲠	⿱⿰未攵毛
㲡	⿰柰毛
㲢	⿰扁毛
㲣	⿰叟毛
㲤	⿰衰毛
㲥	⿰唐毛
㲦	⿸⿰〾卓人毛
㲧	⿺毛蚤
㲨	⿰茸毛
㲩	⿺毛⿱日羽
㲪	⿰登毛
㲫	⿰菐毛
㲬	⿰焦毛
㲭	〾毯
㲮	⿺毛答
㲯	⿰監毛
㲰	⿰寧毛
㲱	〾鬣
㲲	⿰疊毛
㲳	⿰氐失
㲴	⿹气中
㲵	〾霄
㲶	〾氯
㲷	〾氮
㲸	⿰氵乙
㲹	⿰氵几
㲺	⿰氵七
㲻	⿰亻水
㲼	〾汊
㲽	⿰氵刃
㲾	〾雨
㲿	⿰氵广
㳀	⿰氵戈
㳁	⿰氵仄
㳂	〾沿
㳃	〾淬
㳄	〾涎
㳅	〾流
㳆	⿰氵斗
㳇	〾浮
㳈	⿰氵𣎳
㳉	⿰氵月
㳊	⿰氵攵
㳋	⿰氵丘
㳌	⿰氵甲
㳍	⿰氵布
㳎	⿰氵弁
㳏	⿰氵史
㳐	⿰氵札
㳑	⿰氵皿
㳒	〾法
㳓	⿰氵右
㳔	⿰氵对
㳕	⿰氵兰
㳖	⿰氵衣
㳗	⿰氵⿱叉土
㳘	⿰氵充
㳙	〾涓
㳚	⿰氵戍
㳛	⿰氵臾
㳜	⿰氵休
㳝	〾洭
㳞	⿰氵仲
㳟	〾恭
㳠	⿰氵达
㳡	⿰氵过
㳢	⿰氵乔
㳣	⿰氵老
㳦	⿰氵戒
㳧	⿸洱乚
㳨	⿰氵⿱巛歹
㳩	⿰江丹
㳪	⿰氵否
㳫	⿱水臼
㳬	⿰氵〾漩
㳭	〾涎
㳮	〾尿
㳯	⿰氵辛
㳰	⿰氵弃
㳱	⿰氵阳
㳲	⿰氵汰
㳳	⿰氵克
㳴	⿰氵〾密
㳵	⿰氵季
㳶	⿰氵乳
㳷	⿰氵曶
㳸	⿰氵花
㳹	〾汪
㳺	⿲氵扌⿱⿰丿一子
㳻	⿰氵昔
㳼	⿱或水
㳽	⿰氵弥
㳾	⿰氵羌
㳿	⿰氵⿱𠫓木
㴀	⿰氵⿱艹乏
㴁	⿰氵⿱天井
㴂	⿰江冉
㴃	⿸⿰氵户水
㴄	⿰氵囧
㴅	〾消
㴆	〾浸
㴇	⿰水⿰水水
㴈	⿰氵岳
㴉	⿰氵⿱⿱厶⿰厶厶二
㴊	⿰氵⿰屰刂
㴋	⿰氵肃
㴌	⿰氵姑
㴍	⿰氵承
㴎	⿰氵奈
㴏	⿰氵⿱穴王
㴐	⿰泪丐
㴑	⿰氵⿸广屰
㴒	⿰氵弈
㴓	⿰氵思
㴔	⿰氵急
㴕	⿰氵⿱艹禾
㴖	⿰氵革
㴗	⿰氵要
㴘	⿰氵冒
㴚	⿰氵〾遂
㴛	⿰氵致
㴜	〾遍
㴝	⿱利⿱𠆢水
㴞	〾滔
㴟	〾源
㴠	⿰氵〾函
㴡	⿰氵香
㴢	⿰氵⿰氵仲
㴣	⿰氵⿰氵夷
㴤	⿰氵柱
㴥	⿰氵峭
㴦	⿰氵宮
㴧	⿰氵息
㴨	⿰氵朕
㴩	⿰氵邕
㴪	⿰氵臬
㴫	⿰氵郡
㴬	⿰氵射
㴭	⿰氵⿱穴目
㴮	⿰氵屑
㴯	⿰氵脂
㴰	⿰氵能
㴱	〾深
㴲	⿰氵虒
㴳	⿰⿰氵土⿺⿺尢彡丶
㴴	〾湛
㴵	⿰氵⿱必皿
㴶	⿰氵隺
㴷	⿰氵耽
㴸	⿰氵閃
㴹	⿰氵迷
㴺	⿰氵浹
㴻	⿰⿰氵豆寸
㴼	⿰氵宿
㴽	⿰氵悉
㴾	〾渤
㴿	⿰氵頂
㵀	⿰氵族
㵁	⿰氵⿱艹充
㵂	⿰氵庶
㵃	⿰氵蛇
㵄	⿰氵⿹或大
㵅	⿰氵貪
㵆	〾浩
㵇	⿰氵甜
㵈	⿰氵⿰氵姑
㵉	⿰氵淋
㵊	⿰氵最
㵋	〾汨
㵌	⿰氵循
㵍	⿰氵悶
㵎	⿰氵閒
㵏	〾漼
㵐	⿰氵厥
㵑	⿰氵賀
㵓	〾湜
㵔	⿰氵奢
㵕	⿰氵叅
㵖	⿰氵絮
㵗	⿱馮水
㵘	⿱⿰水水⿰水水
㵙	〾清
㵚	⿰氵⿱父金
㵛	⿰氵善
㵜	⿰氵湳
㵝	⿰氵裔
㵞	⿰氵愁
㵟	⿰氵微
㵠	⿰氵窟
㵡	⿰氵雹
㵢	⿰氵雷
㵣	〾渴
㵤	⿰氵⿱羽夾
㵥	⿰氵⿱宓皿
㵦	⿰氵⿺辶⿱左月
㵧	⿰氵葛
㵨	⿱辟水
㵩	⿰氵葉
㵪	〾涎
㵫	⿰氵⿱⿱子〾滋日
㵬	⿰氵⿰月盈
㵭	〾渚
㵮	⿰氵⿱大革
㵰	⿰氵與
㵱	⿰漂寸
㵲	⿰氵舞
㵳	⿰氵寥
㵴	⿰氵臧
㵵	⿰氵聚
㵶	⿰氵截
㵷	⿰辛⿰氵辛
㵸	〾瀹
㵹	⿰汕莫
㵺	⿰氵⿱〾竹卑
㵻	⿰氵〾瘦
㵼	⿰氵⿱冖舄
㵽	⿰氵⿱田⿰田田
㵾	⿰氵靚
㵿	⿰氵⿱白⿰白白
㶀	⿰氵膠
㶂	⿰氵潢
㶃	⿰氵⿰氵無
㶄	⿰氵閻
㶅	⿰氵學
㶆	⿰氵諸
㶇	⿰氵横
㶈	⿰氵螢
㶉	⿰溪鸟
㶊	⿰氵⿰臣頁
㶋	⿰氵〾蕤
㶌	⿰氵聯
㶍	⿰氵鮮
㶎	⿰氵還
㶏	⿰氵隱
㶐	⿰氵應
㶑	⿰氵歛
㶒	⿰氵闖
㶓	⿰氵藏
㶔	⿰氵⿱⿱罒⿰罒罒大
㶕	⿰氵簡
㶖	⿰氵儵
㶗	⿱⿰每糸泉
㶘	⿰氵簟
㶙	⿰氵⿰氵〾蕤
