⺀	⿱丶丶
𬀖	⿸〾㫃⿱爫臼
𬀗	⿰方葉
𬀘	⿸〾㫃壺
𬀙	⿸〾㫃⿰火昏
𬀚	⿸〾㫃單
𬀛	⿰方齊
𬀜	⿸〾㫃⿰舟言
𬀝	⿸〾㫃滔
𬀞	⿸〾㫃⿱〾廪虫
𬀟	〾祈
𬀠	⿸〾㫃⿰昏舟
𬀡	⿸〾㫃⿱⿴𦥑田大
𬀢	⿸〾㫃〾稻
𬀣	⿸〾㫃輿
𬀤	⿸〾㫃⿰魚魚
𬀥	⿰旡⿱口内
𬀦	⿹𠀁日
𬀧	⿱日下
𬀨	⿰日久
𬀩	⿰日韦
𬀪	⿰日见
𬀫	⿺文日
𬀬	⿰日古
𬀮	⿰日对
𬀯	〾昃
𬀰	⿱日列
𬀱	⿰日岂
𬀲	⿰日关
𬀳	⿱日亦
𬀴	⿱龹日
𬀵	⿰早失
𬀶	⿰星刀
𬀷	⿱⿰丿一昜
𬀸	⿰日⿱文兀
𬀹	⿰日弟
𬀺	⿰已易
𬀻	〾睦
𬀼	⿱旦助
𬀽	⿱日⿻丅⿱艹二
𬀾	⿱日坤
𬀿	⿱日侖
𬁀	⿰昏少
𬁁	⿰日宜
𬁂	⿱珉日
𬁃	⿱日城
𬁄	⿱早坎
𬁅	〾虹
𬁆	⿰爰日
𬁇	⿰日重
𬁈	〾朗
𬁉	⿱⿰尼今日
𬁊	⿰日徐
𬁋	⿱日卿
𬁌	⿰昏〾芒
𬁍	⿰日⿷羌厶
𬁎	⿰日容
𬁏	⿰対易
𬁐	⿱日⿰月余
𬁑	⿱日猪
𬁒	⿱日務
𬁓	⿰日⿱⿰丰丰日
𬁔	⿺是旱
𬁕	⿱日堯
𬁖	⿰星牢
𬁗	⿰日富
𬁘	⿰日⿵门柬
𬁙	⿰日萱
𬁚	⿰星臾
𬁛	⿰日廉
𬁜	⿰日夢
𬁝	⿱业⿸羊昌
𬁞	⿰日蕉
𬁟	〾得
𬁠	⿱日乡
𬁡	〾友
𬁢	⿱〾龻日
𬁣	⿱⿰子丰日
𬁤	〾昭
𬁥	⿰考曲
𬁦	⿱⿰次刂日
𬁧	⿱显八
𬁨	〾媵
𬁩	〾祈
𬁪	⿱⿰子辛日
𬁫	⿰書且
𬁬	〾昴
𬁭	⿰曾阿
𬁮	⿰曾忝
𬁯	〾肆
𬁰	⿰月十
𬁱	⿰月才
𬁲	⿰月么
𬁳	⿰月马
𬁴	⿰月云
𬁵	⿰月区
𬁶	⿰五月
𬁷	⿰月夭
𬁸	⿰月仓
𬁹	⿱出月
𬁺	⿰月亚
𬁻	⿰月耒
𬁼	⿱次月
𬁽	⿰月员
𬁾	⿱⿰亻瓜月
𬁿	⿰月羌
𬂀	⿰月⿵门王
𬂁	⿰月君
𬂂	⿰月罗
𬂃	⿱夜月
𬂄	⿰⿱立月戈
𬂅	⿰月单
𬂆	⿰朗⿱⿰丿一丨
𬂇	⿰月班
𬂈	⿱⿸厂者月
𬂉	⿸〾倦贝
𬂊	⿰月冥
𬂋	⿱⿰幺幺⿱日月
𬂌	⿰月能
𬂎	〾貊
𬂏	〾象
𬂐	⿰月⿱次虫
𬂑	⿰有産
𬂒	⿰月聖
𬂓	〾朦
𬂔	⿰月⿳⿲丶丨リ冖豕
𬂕	⿰肯氣
𬂖	⿱⿰象刂月
𬂗	⿰月⿱白⿰白白
𬂘	⿱⿰⿱山𠂤辛月
𬂙	⿰竜望
𬂚	⿱朔⿰朔朔
𬂜	⿰木一
𬂝	⿱木寸
𬂞	〾耒
𬂠	⿰木无
𬂡	⿰木五
𬂢	⿰木〾凡
𬂣	⿰木介
𬂤	⿰木丮
𬂥	⿰束七
𬂦	⿰木⿱屮㔾
𬂧	⿰未未
𬂨	⿰村⿱⿰丿一丨
𬂩	⿰木⿻夫丷
𬂪	〾柳
𬂫	⿱𠂤木
𬂬	⿰木仿
𬂭	⿰木向
𬂮	⿰木杀
𬂯	⿰木甶
𬂰	⿰木农
𬂱	⿱⿰氵⿹𠄎⿰丿丿木
𬂲	⿰木亜
𬂳	⿰木巫
𬂴	⿰〾根丮
𬂵	⿰木⿱艹叉
𬂶	⿰木助
𬂷	⿰木⿱巾丏
𬂸	⿺枚小
𬂹	〾梃
𬂺	⿰木伯
𬂻	⿰木⿵门开
𬂼	⿰木矣
𬂽	⿱林五
𬂾	⿱⿰木刅木
𬂿	⿰桎力
𬃀	〾槻
𬃁	⿰木⿱耳又
𬃂	⿰林五
𬃃	⿰木⿱口央
𬃅	⿱束⿻口小
𬃆	⿰木岳
𬃇	〾楹
𬃈	⿰木〾教
𬃉	⿰木舍
𬃊	⿰木质
𬃋	⿰木⿱宀台
𬃌	〾榔
𬃍	⿰木泊
𬃎	⿰木⿱玄小
𬃏	⿰木宝
𬃐	⿰木⿸户斗
𬃑	⿰木⿱𦍌〾川
𬃒	⿰木⿱刅木
𬃓	⿰木⿱皮口
𬃔	⿱朿束
𬃕	⿱林〾亢
𬃖	⿳十冖⿱石木
𬃗	⿰木厘
𬃘	⿰木⿹⿹弋二贝
𬃙	〾剖
𬃚	⿱林去
𬃛	⿰木项
𬃜	⿰木⿱𠤎貝
𬃝	⿰木苗
𬃞	⿰木⿰目斤
𬃟	⿰木⿱艹平
𬃠	⿰木盆
𬃡	⿰木急
𬃢	⿰木⿰舟寸
𬃣	⿰木⿱爫冉
𬃤	⿰木⿱〾申丂
𬃥	〾柞
𬃦	⿰木⿰片⿻戈一
𬃧	⿰木冠
𬃨	⿱帝木
𬃩	⿰木〾梁
𬃪	〾椅
𬃫	⿰木宪
𬃬	⿰木亯
𬃭	⿳木冖束
𬃮	⿰木费
𬃯	〾世
𬃰	⿰木恚
𬃱	⿰枯旦
𬃲	⿰林页
𬃳	⿰木盐
𬃴	⿰林百
𬃵	⿰木⿱艹⿰亻毛
𬃶	⿰木〾堇
𬃷	⿱束束
𬃸	⿰木草
𬃹	⿰木荔
𬃻	⿰果吏
𬃼	⿰木恩
𬃽	⿰木⿱貝口
𬃾	⿰木⿱艹成
𬃿	⿱特木
𬄀	〾樊
𬄁	⿰木師
𬄂	⿰⿰木兵阝
𬄃	⿰木矩
𬄄	⿰⿰木𠂤木
𬄅	⿰木⿰氵〾旦
𬄆	⿰木⿱龹木
𬄇	⿰木⿱酉火
𬄈	〾匾
𬄉	⿰木軝
𬄊	〾楮
𬄋	⿰木荷
𬄌	⿰木⿱艹角
𬄍	⿰束侖
𬄎	⿰木敗
𬄏	⿰木第
𬄐	⿰⿰木夕隹
𬄑	⿰木凰
𬄒	⿰木⿱⿰丿一鬼
𬄓	⿰木袞
𬄔	⿰木〾窗
𬄕	⿱淮木
𬄖	⿰木⿱宀具
𬄗	⿰木組
𬄘	〾栩
𬄙	⿰木期
𬄚	⿰木惡
𬄛	〾棋
𬄜	⿱林〾廪
𬄝	⿰木項
𬄞	⿱未猪
𬄟	⿰木菲
𬄠	⿰木萘
𬄡	⿰木⿱艹朋
𬄢	⿰木⿱止〾歧
𬄣	⿰木景
𬄤	⿰木萁
𬄥	⿰木⿱口面
𬄧	⿱御木
𬄨	⿰木渠
𬄩	⿱隐木
𬄪	⿰木媒
𬄫	⿰木屠
𬄬	⿰木献
𬄭	⿰木⿺辶⿱左月
𬄮	⿰枯怛
𬄯	⿰木碁
𬄰	⿱林室
𬄱	⿰木⿱艹⿱⿲丨丨又皿
𬄲	⿰木葵
𬄳	⿰木⿱朋皿
𬄴	⿰木⿰⿳𠂊田大亍
𬄵	⿰木舅
𬄶	⿰枋虽
𬄷	⿰柰柰
𬄸	⿰⿰木束束
𬄺	⿰木夢
𬄻	⿰木⿱艹⿰方耳
𬄼	⿰木⿰𧾷〾旒
𬄽	⿰木⿱𠂊買
𬄾	⿱焱〾朵
𬄿	⿰木⿱𦍌取
𬅀	⿰木辣
𬅁	⿰木頡
𬅂	⿰枯恶
𬅃	⿱林⿰⿱匕矢尤
𬅄	⿰未⿱成林
𬅅	⿰木⿳艹艹⿻丷未
𬅆	⿰木⿳业土取
𬅇	⿰木⿱忠貝
𬅈	⿰木鄭
𬅉	⿰木⿱艹⿵门柬
𬅊	⿰木興
𬅋	⿰木薪
𬅌	⿰象⿱⿰匚コ木
𬅍	〾攀
𬅎	⿰木甑
𬅏	⿳⿰⿰木女木冖⿰艮寸
𬅐	⿱林疑
𬅑	⿰木薰
𬅒	⿰木⿱曲⿸厂〾盥
𬅓	⿰束磊
𬅔	⿳⿲木缶木冖即
𬅕	⿳⿰⿰木夕木罒⿰艮寸
𬅖	⿳〾樊罒即
𬅗	⿰裏⿱木每
𬅘	⿳⿰⿰木女木罒⿰艮寸
𬅙	⿳〾樊罒郎
𬅚	⿰木籠
𬅛	⿱林麗
𬅜	⿳⿰木誅罒⿰艮寸
𬅝	⿱欠廾
𬅞	⿰于欠
𬅟	⿱欠心
𬅠	⿰⿱九口欠
𬅡	⿰册欠
𬅢	⿰⿻夫丷欠
𬅣	〾航
𬅤	⿰甫欠
𬅥	⿰⿱口内欠
𬅦	⿰孚欠
𬅧	⿰次目
𬅨	⿰⿱〾之口欠
𬅩	⿰者欠
𬅪	〾庚
𬅫	⿰⿱〾卅贝欠
𬅬	⿰〾善欠
𬅭	〾款
𬅮	⿰⿱日亚欠
𬅯	⿰〾厚欠
𬅰	⿰斝欠
𬅱	〾播
𬅲	⿰⿱圥黾欠
𬅳	⿰欲⿵门心
𬅴	⿰⿱〾樊示欠
𬅵	⿰⿱⿴𦥑䇂𠂤欠
𬅶	⿱冖止
𬅷	⿱刀止
𬅸	⿱上止
𬅹	⿱帀止
𬅺	〾是
𬅻	⿱去止
𬅼	⿱朿止
𬅾	⿱辰止
𬅿	⿱此且
𬆀	⿱〾歧⿵冂一
𬆁	〾兄
𬆂	⿱斩龰
𬆃	⿱正沛
𬆄	⿰正宜
𬆅	⿰尚正
𬆆	⿰歪卯
𬆇	⿰⿱止⿱冖止夭
𬆈	⿰正倘
𬆉	⿱斬龰
𬆊	⿰束⿱止它
𬆋	〾迕
𬆌	⿱止靴
𬆍	⿱⿰声殳企
𬆎	⿰歳奴
𬆏	⿱止⿰止趾
𬆐	⿱⿴囗〾歧〾歧
𬆑	〾世
𬆒	⿰列⿱⿰丿一丨
𬆓	⿱列井
𬆔	⿰歹〾朵
𬆕	⿱〾死廾
𬆖	〾殂
𬆗	⿱台死
𬆘	⿰死安
𬆙	⿰歺鱼
𬆚	⿰歹录
𬆛	⿰歹⿱巛囟
𬆜	⿰死碎
𬆝	⿰歹餐
𬆞	⿰殳亡
𬆟	⿰旡殳
𬆠	⿰少殳
𬆡	⿰灭殳
𬆢	⿰乍殳
𬆣	⿰⿱丿〾仁殳
𬆤	〾邾
𬆥	⿰束殳
𬆦	⿰⿱车口殳
𬆧	⿰告殳
𬆨	⿰隹殳
𬆩	⿰南殳
𬆪	⿰禹殳
𬆫	〾毅
𬆬	〾揆
𬆭	〾榖
𬆮	⿹⿰⿳士冖一殳鸟
𬆯	⿰⿳士冖多殳
𬆰	⿰⿱㐅者殳
𬆱	⿰⿱卯豆殳
𬆲	〾毅
𬆳	⿰雍殳
𬆴	⿰⿱丰⿸厂黑殳
𬆵	⿳⿰來來口殷
𬆶	⿸⿻丿一每
𬆷	⿰母叔
𬆸	⿰母禀
𬆺	⿰㲋比
𬆻	⿰〾墉比
𬆼	⿺毛千
𬆽	⿺毛云
𬆾	⿰毛见
𬆿	⿺毛勿
𬇀	〾毯
𬇁	⿺毛岑
𬇂	⿺毛音
𬇃	⿱⿰钅皮毛
𬇄	⿰宾毛
𬇅	⿺毛區
𬇆	⿺毛堯
𬇇	⿰叠毛
𬇈	⿺毛⿱⿶凵米𠂭
𬇉	⿰氐刀
𬇊	⿰氏氏
𬇋	⿸户氏
𬇌	⿱氏可
𬇍	⿱交氏
𬇎	⿰⿱氏口⿱氏口
𬇏	⿹气木
𬇐	⿹气电
𬇑	⿺气朴
𬇒	⿺气原
𬇓	⿹气⿺辶幸
𬇔	〾江
𬇕	⿰氵万
𬇖	⿰氵口
𬇗	〾泓
𬇘	⿰氵专
𬇙	〾浿
𬇚	⿰氵幻
𬇛	〾洹
𬇜	⿱水〾太
𬇝	⿰氵⿱一介
𬇞	⿰氵丙
𬇟	〾泳
𬇠	⿰氵成
𬇡	〾侃
𬇢	〾污
𬇣	⿰氵⿱䒑巾
𬇤	⿰氵字
𬇥	⿰氵⿱八夫
𬇦	〾泰
𬇧	⿰江中
𬇨	⿰氵志
𬇩	⿰氵杜
𬇪	⿰沐亍
𬇫	⿰氵把
𬇬	⿰氵严
𬇭	⿰沙下
𬇮	⿰没亡
𬇯	⿰氵判
𬇰	⿰氵⿵门心
𬇱	⿰氵⿱水口
𬇲	⿰氵⿱〾刃木
𬇳	⿰氵⿸尸斤
𬇴	⿰氵局
𬇵	⿰氵⿱正与
𬇶	⿰求先
𬇷	〾渣
𬇸	⿰污本
𬇹	⿰氵国
𬇺	⿰氵⿵𠘨百
𬇻	⿱⿰白子水
𬇽	⿰氵肩
𬇾	⿰永克
𬇿	〾滋
𬈀	⿰氵⿱文月
𬈁	⿰氵单
𬈂	⿰氵孟
𬈃	⿰氵⿱⿻又丷丰
𬈄	⿱⿰弓㐱水
𬈅	⿰法中
𬈆	⿰涑力
𬈇	⿰氵⿱丙木
𬈈	⿰〾阱正
𬈉	⿰氵垢
𬈊	〾河
𬈋	⿰氵⿱⿲丨丨又皿
𬈌	⿰氵⿱日句
𬈍	⿰氵⿱〾申丂
𬈎	⿰氵科
𬈏	⿰氵⿱〾竹马
𬈐	⿰氵⿱㓁目
𬈑	〾溟
𬈒	⿰氵⿱冖皀
𬈓	⿰沈尼
𬈔	⿰氵⿱水田
𬈕	〾㵒
𬈖	⿲氵⿱一⿰幺幺阝
𬈗	⿰氵挼
𬈘	⿰氵〾恭
𬈙	⿰氵〾秦
𬈚	⿰清了
𬈛	〾源
𬈜	⿰氵⿱⿱艹冖水
𬈝	〾渝
𬈞	⿺洗心
𬈟	⿰氵⿱六衣
𬈠	⿰氵⿱丶畐
𬈡	⿱⿳宀⿻龷一八水
𬈢	⿰泣卯
𬈣	⿰氵竞
𬈤	⿰泥生
𬈥	〾郴
𬈦	⿰氵⿸厂則
𬈧	⿰氵啬
𬈨	⿰氵圈
𬈩	⿰氵莆
𬈪	⿰氵⿱罒早
𬈫	⿰氵得
𬈬	⿰氵〾急
𬈭	⿰氵動
𬈮	⿰氵⿱⿰方方土
𬈯	〾滘
𬈰	⿱流止
𬈱	⿰氵⿰皮页
𬈲	⿰氵琪
𬈳	⿰氵雯
𬈴	⿰清中
𬈵	⿰氵菊
𬈶	⿰氵紫
𬈷	⿰氵棠
𬈸	⿰氵菩
𬈹	⿰氵⿱夭金
𬈺	⿰氵悲
𬈻	⿰浩白
𬈼	⿰氵傕
𬈽	⿰浮平
𬈾	⿰活页
𬈿	⿰氵寕
𬉀	〾漪
𬉁	⿰氵蛮
𬉂	⿰氵⿱米共
𬉃	〾衍
𬉄	⿰氵〾宪
𬉅	〾衍
𬉆	⿰氵屡
𬉇	⿰氵⿱羽⿻夫丷
𬉈	〾霈
𬉉	⿰氵盞
𬉊	⿰氵聖
𬉋	⿰氵遗
𬉌	⿰氵嗔
𬉍	⿰氵〾崔
𬉎	⿰氵腫
𬉏	⿰氵⿰⿱禾几页
𬉐	⿰没頁
𬉑	〾瀛
𬉒	⿰氵煌
𬉓	⿰氵⿱⿻土从貝
𬉔	⿰氵⿱艹秦
𬉕	⿰氵毓
𬉖	⿱㲋泉
𬉗	⿰氵蜜
𬉘	⿰滂攵
𬉙	⿰泣苗
𬉚	⿰泥星
𬉛	〾姻
𬉜	⿰氵膚
𬉝	⿰溪外
𬉞	⿺滿水
𬉟	⿱橫水
𬉠	⿰氵⿱艹⿵门柬
𬉡	⿰氵蕊
𬉢	⿰氵戰
𬉣	⿰氵餘
𬉤	⿰氵篤
𬉥	〾瀚
𬉦	⿰氵⿰〾卓俞
𬉧	⿰氵韓
𬉨	⿱量泉
𬉩	〾瀛
𬉪	⿱溺対
𬉫	〾瀛
𬉬	⿰氵竄
𬉭	⿰氵璧
𬉮	⿰氵霧
𬉯	⿱⿰每系泉
𬉰	⿰淺農
𬉱	⿱⿱㲋酉泉
𬉲	⿰氵鑾
𬉳	⿰氵鸞
𬉴	⿰火寸
𬉵	⿱大灬
𬉶	⿱于火
𬉷	⿰火上
𬉸	〾咎
𬉹	〾夜
𬉺	⿰火己
𬉻	⿹丐灬
𬉼	⿰火区
𬉽	⿰火⿱山乙
𬉾	⿰火丹
𬉿	⿱爫火
𬊀	⿰火方
𬊁	⿰火冉
𬊂	⿰火⿱𠂊彐
𬊃	⿰火朿
𬊄	⿰火⿵𠘨帀
𬊅	⿰火尕
𬊆	⿰火⿱乃心
𬊇	⿱〾炎乂
𬊈	⿰火寻
𬊉	⿰火达
𬊊	⿰火弄
𬊋	⿰火求
𬊌	⿰火志
𬊍	⿰火寿
𬊎	⿰火贡
𬊏	⿱旳灬
𬊑	⿰火串
𬊒	⿰火呈
𬊓	⿻人為
𬊔	⿰火秀
𬊕	⿰火免
𬊖	⿰火⿵门文
𬊗	⿰火斩
𬊘	⿱⿰日日灬
𬊙	⿱易灬
𬊚	〾照
𬊛	〾惕
𬊜	⿰火罗
𬊝	⿰火金
𬊞	⿱⿰亻米灬
𬊟	⿳𠂊〾器⿹勹火
𬊠	⿰火⿱任几
𬊡	⿰火忽
𬊢	⿰火⿵门市
𬊣	⿰火京
𬊤	⿰火单
𬊥	⿰火〾廪
𬊦	⿰炎见
𬊧	〾烹
𬊨	⿰火弩
𬊩	⿰火查
𬊪	⿱頁火
𬊫	⿱⿰肙力灬
𬊬	⿰火点
𬊭	⿰火显
𬊮	⿰火盾
𬊯	⿰火⿱〾竹马
𬊰	⿰火彦
𬊱	⿰火帝
𬊲	⿱砧灬
𬊳	⿰火草
𬊴	⿰畑北
𬊵	⿰火党
𬊶	⿰火监
𬊷	⿰火⿰𠂤殳
𬊸	〾煜
𬊹	⿱⿰⿱𠂊彐失灬
𬊺	⿰火爱
𬊻	⿱⿰白白火
𬊼	⿰火⿴衣公
𬊽	⿰灵声
𬊾	⿱难灬
𬊿	⿰火連
𬋀	〾煚
𬋁	⿰火⿱⿰歺又木
𬋂	⿰火得
𬋃	⿰火⿰佥攵
𬋄	⿰火⿱⿰幺幺丱
𬋅	⿰火惠
𬋆	⿰煉⿱⿰丿一丨
𬋇	⿱⿰耳耳火
𬋈	⿱椎灬
𬋉	⿰火黹
𬋊	⿰火舜
𬋋	⿰火富
𬋍	⿰火⿰束负
𬋎	⿳苎〾夗灬
𬋏	⿰火歇
𬋐	⿱歃灬
𬋑	⿱⿰貝貝火
𬋒	⿱働灬
𬋔	⿰火⿱林辰
𬋕	〾醮
𬋖	〾爇
𬋗	⿰炮席
𬋘	⿰〾夜尞
𬋙	⿰火興
𬋚	⿰炮悉
𬋛	⿰火衡
𬋜	⿰火⿱亠⿱吅隹
𬋝	〾豳
𬋞	⿰火麗
𬋠	⿱⿱言⿰訁言火
𬋡	〾爨
𬋣	⿱⿱霝龜火
𬋤	⿺爪冗
𬋥	〾剽
𬋦	⿰爪只
𬋧	〾裼
𬋨	⿰爭丁
𬋩	⿳爫冖㠯
𬋪	⿳爫冖⿸千又
𬋫	⿰爰⿱⿰丿一丨
𬋬	⿺爪周
𬋭	〾看
𬋮	⿰受正
𬋯	⿳爫〾播又
𬋰	⿺笔爪
𬋱	⿰爲⿱⿰丿一丨
𬋲	⿺乳巫
𬋳	⿰爪報
𬋴	⿳爫冖⿱乂⿰又虍
𬋵	⿱爫⿸虍豆
𬋶	⿰⿳爫龴⿵冂⿱厶又册
𬋷	⿱爫⿱罒討
𬋸	〾褰
𬋺	⿰爵昜
𬋻	⿱父大
𬋼	⿰父羕
𬋽	⿰廌爻
𬋾	⿰⿱⿲丶丨リ爾犮
𬋿	〾葬
𬌀	⿰爿付
𬌁	⿰爿立
𬌂	⿰爿⿱日土
𬌃	⿰爿東
𬌄	⿰爿⿷匚羊
𬌅	〾畛
𬌆	⿰爿〾旨
𬌇	⿰爿⿰亻羽
𬌈	⿰爿⿱爫巿
𬌉	⿰爿⿳爫巿又
𬌊	⿰爿⿱甾口
𬌋	⿱〾卯其
𬌌	⿰爿番
𬌍	〾逸
𬌎	⿰⿱爿口眾
𬌏	⿰爿賣
𬌐	⿰爿興
𬌑	⿰爿⿳〾旨鬲廾
𬌒	⿱将且
𬌓	⿰片心
𬌔	⿱片心
𬌕	⿰片体
𬌖	⿰藥片
𬌗	⿰牙合
𬌘	⿰牙峩
𬌙	⿰牜八
𬌚	⿰牜大
𬌛	⿱⿲丨丨又牛
𬌜	⿰牜少
𬌝	⿰牜⿱𠂊彐
𬌞	⿰牜吕
𬌟	⿳亠丷⿱冖牛
𬌠	⿰牜时
𬌡	⿰牜果
𬌢	⿱乳牛
𬌣	⿰特⿱⿰丿一丨
𬌤	⿰牜昜
𬌥	⿰牜娄
𬌦	⿰牜時
𬌧	〾犅
𬌨	⿰牜⿱角火
𬌩	⿰犭丶
𬌪	⿱犬廾
𬌫	⿰犭么
𬌬	⿰犭左
𬌭	⿰犭民
𬌮	⿰犭⿱〾戊兀
𬌯	⿰犭耳
𬌰	⿰犬〾派
𬌱	⿰犭闭
𬌲	⿰犭酉
𬌳	〾型
𬌴	⿰犭灵
𬌵	⿰犭⿺辶车
𬌶	⿰犭或
𬌷	⿰犭参
𬌸	⿰犭春
𬌹	⿰犭南
𬌺	⿰犭昜
𬌻	⿰犭負
𬌼	⿰犭⿱刀男
𬌽	⿰犭辱
𬌾	⿱〾毗犬
𬌿	⿰犭旁
𬍀	⿰犭⿳亠龷⿸匚𡿨
𬍁	⿰犭連
𬍂	⿰犭⿱自本
𬍃	⿰犭着
𬍄	⿰犭麻
𬍅	⿰犭寅
𬍆	⿰猪文
𬍇	⿰犭無
𬍈	⿱丙⿰犬⿰犬犬
𬍉	⿰狗〾教
𬍊	⿰⿱臼言犬
𬍋	⿱與犬
𬍌	⿰狗哭
𬍍	⿰猪南
𬍎	⿰猪農
𬍏	⿰率下
𬍞	⿺麦玉
𬍟	⿰全玉
𬍡	⿱⿰氵⿹𠄎⿰丿丿玉
𬍢	⿱龹玉
𬍯	〾坷
𬍲	⿱王⿰壬壬
𬍼	⿱玉⿰玉玉
𬍾	⿱珀必
𬍿	〾瑀
𬎒	〾瑀
𬎕	〾理
𬎗	〾嶂
𬎘	⿰王⿳𠂊罒貝
𬎝	⿰王⿳爫旧⿱罒又
𬎢	⿺瓜兄
𬎣	⿺瓜乏
𬎤	⿺瓦厶
𬎥	⿱工瓦
𬎦	⿺瓦太
𬎧	⿱从瓦
𬎨	⿰〾朵瓦
𬎩	⿰𦈢瓦
𬎪	⿰合瓦
𬎫	⿰屰瓦
𬎬	⿰⿱日云瓦
𬎭	⿰瓦制
𬎮	⿺瓦重
𬎯	⿺瓦高
𬎰	⿺瓦與
𬎱	⿰甘采
𬎲	⿰甚册
𬎳	⿰生木
𬎴	⿰生合
𬎵	⿰生闭
𬎶	⿰生灵
𬎷	⿰⿱罒廾生
𬎸	⿺兒生
𬎹	⿰生周
𬎺	⿰生泉
𬎻	⿰產⿱⿰丿一丨
𬎼	⿰〾遂生
𬎽	⿰用⿱⿰丿一丨
𬎾	⿻肀月
𬎿	⿱丷田
𬏀	⿰田勺
𬏁	⿱由及
𬏂	⿰田尔
𬏃	⿰田乎
𬏄	⿱刑田
𬏅	⿰甶史
𬏆	〾封
𬏇	⿰田弄
𬏈	⿱田町
𬏉	⿰田完
𬏊	⿰田良
𬏋	⿳田龷⿸匚𡿨
𬏌	⿰由起
𬏍	⿱申⿰申申
𬏎	⿰番干
𬏏	⿰⿱爫糸田
𬏐	⿰田高
𬏑	⿰田竜
𬏒	⿱田娘
𬏓	⿰番巴
𬏔	⿰番分
𬏕	⿰由單
𬏖	⿰異弄
𬏗	⿰番次
𬏘	⿰異⿱⿱艹罒廾
𬏙	⿱〾炎疋
𬏚	⿸疒一
𬏛	⿸疒才
𬏜	⿸疒马
𬏞	⿸疒户
𬏟	⿸疒计
𬏠	⿸疒幻
𬏡	⿸疒戊
𬏢	〾瘥
𬏣	⿸疒仙
𬏤	⿸疒乐
𬏥	⿸疒印
𬏦	⿸疒发
𬏧	⿸疒执
𬏨	⿸疒吒
𬏩	⿸疒劣
𬏪	⿸疒安
𬏫	⿸疒军
𬏬	⿸疒羽
𬏭	⿸疒赤
𬏮	⿸疒⿱口内
𬏯	⿸疒豸
𬏰	⿸疒⿱爫夨
𬏱	⿸疒没
𬏲	⿸疒岡
𬏳	⿸疒周
𬏴	⿸疒怪
𬏵	〾瘥
𬏶	⿸疒面
𬏷	⿸疒⿱〾卅贝
𬏸	⿸疒冠
𬏹	⿸疒⿱𦥑巾
𬏻	⿸疒⿳𠂊四⿰㐅乂
𬏼	⿸疒黑
𬏽	⿸疒買
𬏾	⿸疒盟
𬏿	⿸⿸疒⿰𣎳𣎳非
𬐀	⿸疒壁
𬐁	⿸疒闌
𬐂	⿰発士
𬐃	〾帛
𬐄	⿰白勻
𬐅	〾旻
𬐆	⿱白乏
𬐇	⿱白矢
𬐈	⿰白考
𬐉	⿰当白
𬐊	⿰告白
𬐋	⿰厷皇
𬐌	⿱白披
𬐍	⿰皇元
𬐎	⿱白卒
𬐏	⿰⿱爫句白
𬐐	⿱白⿰⿱冖元彡
𬐑	⿰皇鳳
𬐒	⿺巴皮
𬐓	⿱龸皮
𬐔	⿰永皮
𬐕	⿰皮孚
𬐖	⿰皮屋
𬐗	⿱亾皿
𬐘	⿱心皿
𬐙	⿰皿丮
𬐚	⿱⿰丿一⿱口皿
𬐛	⿱⿰氵几皿
𬐜	⿱⿹戈二皿
𬐝	⿱⿰工工皿
𬐞	〾宇
𬐟	〾盂
𬐠	⿱杨皿
𬐡	⿱我皿
𬐢	⿱妻皿
𬐣	⿱奇皿
𬐤	⿱非皿
𬐥	⿱沱皿
𬐦	⿱⿰氵禾皿
𬐧	〾饔
𬐨	⿱咸皿
𬐩	⿰盃司
𬐪	⿱⿱令罒皿
𬐫	⿱⿰舟子皿
𬐬	〾歃
𬐭	⿰益丮
𬐮	⿱⿰氵⿱八夫皿
𬐯	⿱⿰氵舟皿
𬐰	⿱旅皿
𬐱	⿱⿰臣⿱⿰丿一口皿
𬐲	〾浣
𬐳	⿱無皿
𬐴	⿱減皿
𬐵	〾醢
𬐶	⿱⿰酉舟皿
𬐷	〾瓮
𬐸	⿰盧⿱⿰丿一丨
𬐹	〾否
𬐺	〾醢
𬐻	⿱滷皿
𬐼	⿰盜劫
𬐽	⿱⿰鹿攵皿
𬐾	⿰甚盜
𬐿	⿱⿰⿱曰巛頁皿
𬑀	〾器
𬑁	⿱戲皿
𬑂	⿱⿲弓⿰米兄弓皿
𬑃	⿱⿰釒尞皿
𬑄	〾浣
𬑅	⿰目⿱⿰丿一丨
𬑆	⿰目⿱𠆢匕
𬑇	⿰目长
𬑈	⿰目平
𬑉	⿰末目
𬑊	⿰目本
𬑋	⿰目囚
𬑌	〾盼
𬑍	⿰目⿱𠂊彐
𬑎	⿰目出
𬑏	⿰目⿱ス工
𬑐	⿰目有
𬑑	⿰目老
𬑒	⿰目⿱〾戊兀
𬑓	⿰目华
𬑕	⿰目军
𬑖	⿰目形
𬑗	⿰目间
𬑘	⿰目武
𬑙	⿰目⿱十⿱乛头
𬑚	⿰直匝
𬑛	⿰目念
𬑜	⿰目背
𬑝	⿱⿰目又足
𬑞	⿰目敖
𬑟	⿰目候
𬑠	⿰目隻
𬑡	⿰目芻
𬑢	⿰目迹
𬑣	⿰目高
𬑤	〾暮
𬑥	⿰目雀
𬑦	⿰目旣
𬑧	⿰目⿰纟帛
